Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-669,2023-09-26 02:30:00,LONG,1916.37,1913.52,1924.82,LOSS,-100.0,SIDEWAY_ADV
S-670,2023-09-26 08:00:00,SHORT,1914.84,1947.8,1919.95,WIN,15.5,SIDEWAY_ADV
S-671,2023-09-26 09:20:00,LONG,1912.1,1910.09,1924.83,LOSS,-100.0,SIDEWAY_ADV
S-672,2023-09-28 18:05:00,LONG,1861.67,1861.67,1913.07,LOSS,-100.0,SIDEWAY_ADV
S-673,2023-09-29 16:00:00,SHORT,1875.43,1927.6,1909.63,WIN,65.57,SIDEWAY_ADV
S-674,2023-10-02 08:50:00,LONG,1839.81,1839.81,1909.52,LOSS,-100.0,SIDEWAY_ADV
S-675,2023-10-02 10:50:00,LONG,1839.49,1839.49,1909.44,LOSS,-100.0,SIDEWAY_ADV
S-676,2023-10-02 21:05:00,LONG,1832.13,1826.77,1906.22,LOSS,-100.0,SIDEWAY_ADV
S-677,2023-10-04 09:35:00,LONG,1817.13,1817.13,1901.4,LOSS,-100.0,SIDEWAY_ADV
S-678,2023-10-06 01:10:00,SHORT,1820.97,1872.11,1895.98,WIN,146.66,SIDEWAY_ADV
S-679,2023-10-06 01:15:00,SHORT,1821.2,1872.11,1896.04,WIN,146.99,SIDEWAY_ADV
S-680,2023-10-06 08:25:00,LONG,1821.58,1812.65,1906.94,LOSS,-100.0,SIDEWAY_ADV
S-681,2023-10-06 14:20:00,LONG,1821.82,1812.65,1907.0,LOSS,-100.0,SIDEWAY_ADV
S-682,2023-10-06 14:30:00,LONG,1820.93,1812.65,1906.78,LOSS,-100.0,SIDEWAY_ADV
S-683,2023-10-09 20:40:00,SHORT,1854.96,1855.97,1904.28,WIN,4878.09,SIDEWAY_ADV
S-684,2023-10-09 22:15:00,SHORT,1861.52,1863.86,1905.92,WIN,1895.44,SIDEWAY_ADV
S-685,2023-10-11 19:05:00,SHORT,1876.5,1876.5,1831.13,LOSS,-100.0,SIDEWAY_ADV
S-686,2023-10-11 19:15:00,SHORT,1877.08,1877.08,1831.28,LOSS,-100.0,SIDEWAY_ADV
S-687,2023-10-13 01:40:00,SHORT,1871.15,1885.49,1829.74,LOSS,-100.0,SIDEWAY_ADV
S-688,2023-10-13 02:55:00,SHORT,1870.58,1885.49,1829.6,LOSS,-100.0,SIDEWAY_ADV
S-689,2023-10-13 07:30:00,SHORT,1875.71,1885.5,1830.88,LOSS,-100.0,SIDEWAY_ADV
S-690,2023-10-13 07:40:00,SHORT,1876.3,1885.5,1831.03,LOSS,-100.0,SIDEWAY_ADV
S-691,2023-10-13 08:10:00,SHORT,1876.84,1885.5,1831.06,LOSS,-100.0,SIDEWAY_ADV
S-692,2023-10-17 05:25:00,LONG,1912.52,1857.72,1848.4,WIN,117.01,SIDEWAY_ADV
S-693,2023-10-18 01:55:00,SHORT,1924.87,1932.79,1843.0,LOSS,-100.0,SIDEWAY_ADV
S-694,2023-10-18 05:05:00,SHORT,1941.3,1941.3,1847.11,LOSS,-100.0,SIDEWAY_ADV
S-695,2023-10-18 05:25:00,SHORT,1942.02,1942.02,1847.29,LOSS,-100.0,SIDEWAY_ADV
S-696,2023-10-18 19:45:00,SHORT,1950.17,1963.06,1849.71,LOSS,-100.0,SIDEWAY_ADV
S-697,2023-10-20 15:25:00,LONG,1974.31,1907.81,1866.05,WIN,162.78,SIDEWAY_ADV
S-698,2023-10-20 17:05:00,SHORT,1989.38,1989.38,1860.8,LOSS,-100.0,SIDEWAY_ADV
S-699,2023-10-23 03:05:00,LONG,1970.11,1912.02,1865.47,WIN,180.12,SIDEWAY_ADV
S-700,2023-10-23 05:35:00,SHORT,1972.96,1997.6,1856.7,EXPIRED,0.0,SIDEWAY_ADV
S-701,2023-10-23 17:50:00,SHORT,1978.37,1978.37,1858.05,EXPIRED,0.0,SIDEWAY_ADV
S-702,2023-10-25 02:55:00,SHORT,1972.82,1997.6,1968.77,WIN,16.33,SIDEWAY_ADV
S-703,2023-10-25 03:05:00,SHORT,1973.22,1997.6,1968.87,WIN,17.82,SIDEWAY_ADV
S-704,2023-10-25 03:10:00,SHORT,1973.73,1997.6,1969.0,WIN,19.81,SIDEWAY_ADV
S-705,2023-10-26 10:45:00,SHORT,1989.97,1989.97,1971.79,WIN,237.98,SIDEWAY_ADV
S-706,2023-10-27 06:45:00,LONG,1987.64,1953.09,1988.87,WIN,3.55,SIDEWAY_ADV
S-707,2023-10-31 00:05:00,SHORT,1995.55,1995.55,1976.54,WIN,132.78,SIDEWAY_ADV
S-708,2023-10-31 20:20:00,LONG,1981.56,1962.56,1985.4,WIN,20.24,SIDEWAY_ADV
S-709,2023-10-31 20:25:00,LONG,1980.53,1962.56,1985.15,WIN,25.7,SIDEWAY_ADV
S-710,2023-11-01 03:05:00,LONG,1980.4,1971.23,1985.11,WIN,51.44,SIDEWAY_ADV
S-711,2023-11-03 01:35:00,LONG,1984.45,1969.48,1988.27,WIN,25.52,SIDEWAY_ADV
S-712,2023-11-03 04:35:00,SHORT,1987.34,2009.87,1981.16,WIN,27.42,SIDEWAY_ADV
S-713,2023-11-03 05:45:00,SHORT,1986.03,2009.87,1980.84,WIN,21.79,SIDEWAY_ADV
S-714,2023-11-03 20:30:00,SHORT,1994.84,2008.33,1983.04,WIN,87.5,SIDEWAY_ADV
S-715,2023-11-06 01:35:00,LONG,1987.81,1969.48,1989.11,WIN,7.09,SIDEWAY_ADV
S-716,2023-11-07 21:05:00,SHORT,1968.6,2004.5,1977.74,WIN,25.45,SIDEWAY_ADV
S-717,2023-11-08 07:30:00,LONG,1965.79,1956.32,1985.11,LOSS,-100.0,SIDEWAY_ADV
S-718,2023-11-08 17:10:00,LONG,1958.37,1950.58,1983.26,LOSS,-100.0,SIDEWAY_ADV
S-719,2023-11-08 17:40:00,LONG,1951.74,1951.74,1981.6,LOSS,-100.0,SIDEWAY_ADV
S-720,2023-11-09 07:25:00,SHORT,1948.54,2004.5,1971.39,WIN,40.84,SIDEWAY_ADV
S-721,2023-11-09 09:00:00,SHORT,1948.95,2004.5,1971.5,WIN,40.59,SIDEWAY_ADV
S-722,2023-11-09 21:30:00,LONG,1958.01,1944.12,1981.24,LOSS,-100.0,SIDEWAY_ADV
S-723,2023-11-09 21:35:00,LONG,1956.82,1944.12,1980.95,LOSS,-100.0,SIDEWAY_ADV
S-724,2023-11-09 23:40:00,LONG,1958.51,1944.12,1981.37,LOSS,-100.0,SIDEWAY_ADV
S-725,2023-11-10 07:05:00,LONG,1957.06,1944.12,1981.11,LOSS,-100.0,SIDEWAY_ADV
S-726,2023-11-10 13:45:00,LONG,1947.35,1944.12,1978.68,LOSS,-100.0,SIDEWAY_ADV
S-727,2023-11-10 20:05:00,LONG,1936.39,1936.39,1975.56,LOSS,-100.0,SIDEWAY_ADV
S-728,2023-11-10 20:30:00,LONG,1934.55,1934.55,1975.1,LOSS,-100.0,SIDEWAY_ADV
S-729,2023-11-13 03:20:00,LONG,1938.17,1932.67,1976.01,LOSS,-100.0,SIDEWAY_ADV
S-730,2023-11-13 06:00:00,LONG,1934.79,1934.79,1975.16,LOSS,-100.0,SIDEWAY_ADV
S-731,2023-11-14 01:20:00,LONG,1946.43,1946.43,1978.07,EXPIRED,0.0,SIDEWAY_ADV
S-732,2023-11-14 12:45:00,SHORT,1946.73,1969.56,1973.32,WIN,116.48,SIDEWAY_ADV
S-733,2023-11-15 05:40:00,SHORT,1966.01,1971.26,1978.14,WIN,230.94,SIDEWAY_ADV
S-734,2023-11-15 10:25:00,SHORT,1971.97,1972.96,1979.63,WIN,770.48,SIDEWAY_ADV
S-735,2023-11-16 10:05:00,SHORT,1965.98,1975.73,1978.13,WIN,124.62,SIDEWAY_ADV
S-736,2023-11-16 14:15:00,LONG,1962.84,1931.21,1982.18,WIN,61.13,SIDEWAY_ADV
S-737,2023-11-17 05:35:00,SHORT,1986.37,1986.37,1983.23,WIN,162.0,SIDEWAY_ADV
S-738,2023-11-17 23:30:00,SHORT,1980.02,1993.76,1981.64,WIN,11.82,SIDEWAY_ADV
S-739,2023-11-20 19:55:00,LONG,1973.79,1943.85,1984.91,WIN,37.15,SIDEWAY_ADV
S-740,2023-11-21 01:35:00,SHORT,1980.86,1993.76,1981.85,WIN,7.71,SIDEWAY_ADV
S-741,2023-11-21 02:10:00,SHORT,1981.08,1993.76,1981.91,WIN,6.54,SIDEWAY_ADV
S-742,2023-11-21 03:20:00,SHORT,1989.68,1993.76,1984.06,LOSS,-100.0,SIDEWAY_ADV
S-743,2023-11-21 07:30:00,LONG,1992.6,1954.97,1989.62,WIN,7.93,SIDEWAY_ADV
S-744,2023-11-23 15:05:00,LONG,1992.1,1965.0,1991.04,WIN,3.9,SIDEWAY_ADV
S-745,2023-11-27 11:00:00,SHORT,2014.47,2014.47,1989.61,LOSS,-100.0,SIDEWAY_ADV
S-746,2023-11-28 18:20:00,SHORT,2037.2,2040.98,1981.03,LOSS,-100.0,SIDEWAY_ADV
S-747,2023-11-28 18:40:00,SHORT,2038.17,2040.98,1981.27,LOSS,-100.0,SIDEWAY_ADV
S-748,2023-11-28 19:10:00,SHORT,2042.26,2042.26,1982.29,LOSS,-100.0,SIDEWAY_ADV
S-749,2023-11-28 22:55:00,LONG,2041.17,1986.45,1988.22,WIN,96.76,SIDEWAY_ADV
S-750,2023-11-28 23:35:00,LONG,2040.43,1986.45,1988.04,WIN,97.06,SIDEWAY_ADV
S-751,2023-11-29 07:05:00,SHORT,2048.49,2048.49,1981.29,LOSS,-100.0,SIDEWAY_ADV
S-752,2023-11-30 20:45:00,LONG,2034.19,1991.83,2005.52,WIN,67.69,SIDEWAY_ADV
S-753,2023-11-30 22:35:00,LONG,2035.71,1993.94,2005.9,WIN,71.38,SIDEWAY_ADV
S-754,2023-12-01 23:00:00,SHORT,2071.57,2075.77,2011.32,LOSS,-100.0,SIDEWAY_ADV
S-755,2023-12-04 09:25:00,LONG,2074.02,2011.08,2019.72,WIN,86.27,SIDEWAY_ADV
S-756,2023-12-04 16:10:00,LONG,2049.43,2011.08,2013.57,WIN,93.5,SIDEWAY_ADV
S-757,2023-12-04 16:20:00,LONG,2043.89,2011.08,2012.19,WIN,96.63,SIDEWAY_ADV
S-758,2023-12-05 16:50:00,LONG,2016.18,2015.05,2005.73,WIN,921.7,SIDEWAY_ADV
S-759,2023-12-06 02:50:00,SHORT,2021.75,2145.17,1998.6,EXPIRED,0.0,SIDEWAY_ADV
S-760,2023-12-07 07:35:00,LONG,2026.48,2009.39,2005.83,WIN,120.88,SIDEWAY_ADV
S-761,2023-12-07 13:10:00,SHORT,2033.17,2145.18,1998.03,WIN,31.38,SIDEWAY_ADV
S-762,2023-12-11 07:50:00,SHORT,1999.16,2041.57,1990.84,WIN,19.61,SIDEWAY_ADV
S-763,2023-12-13 08:25:00,LONG,1973.67,1973.67,1990.67,LOSS,-100.0,SIDEWAY_ADV
S-764,2023-12-14 13:40:00,LONG,2034.1,1972.59,2037.57,WIN,5.64,SIDEWAY_ADV
S-765,2023-12-15 21:20:00,LONG,2017.25,1972.6,2033.36,WIN,36.07,SIDEWAY_ADV
S-766,2023-12-18 07:10:00,SHORT,2022.91,2048.3,2025.82,WIN,11.46,SIDEWAY_ADV
S-767,2023-12-19 16:50:00,SHORT,2041.64,2041.64,2030.5,WIN,167.0,SIDEWAY_ADV
S-768,2023-12-20 03:35:00,LONG,2037.95,1979.27,2038.53,WIN,0.99,SIDEWAY_ADV
S-769,2023-12-20 12:20:00,LONG,2037.3,2015.07,2044.53,WIN,32.55,SIDEWAY_ADV
S-770,2023-12-20 22:00:00,LONG,2031.3,2015.07,2043.03,WIN,72.32,SIDEWAY_ADV
S-771,2023-12-21 01:45:00,SHORT,2032.25,2047.44,2028.16,LOSS,-100.0,SIDEWAY_ADV
S-772,2023-12-21 06:55:00,SHORT,2036.24,2047.44,2029.15,LOSS,-100.0,SIDEWAY_ADV
S-773,2023-12-21 20:15:00,LONG,2038.18,2015.07,2044.75,WIN,28.45,SIDEWAY_ADV
S-774,2023-12-21 22:00:00,SHORT,2044.77,2047.44,2031.29,LOSS,-100.0,SIDEWAY_ADV
S-775,2023-12-22 11:30:00,SHORT,2053.58,2055.5,2033.49,LOSS,-100.0,SIDEWAY_ADV
S-776,2023-12-26 06:30:00,LONG,2064.25,2021.21,2045.11,WIN,44.48,SIDEWAY_ADV
S-777,2023-12-26 06:40:00,SHORT,2064.12,2064.12,2036.12,LOSS,-100.0,SIDEWAY_ADV
S-778,2023-12-26 09:45:00,SHORT,2063.82,2063.82,2036.05,LOSS,-100.0,SIDEWAY_ADV
S-779,2023-12-26 10:25:00,LONG,2063.88,2021.21,2045.01,WIN,44.21,SIDEWAY_ADV
S-780,2023-12-27 02:15:00,LONG,2065.02,2026.86,2045.3,WIN,51.68,SIDEWAY_ADV
S-781,2023-12-28 06:45:00,LONG,2086.82,2026.85,2047.94,WIN,64.84,SIDEWAY_ADV
S-782,2023-12-28 21:30:00,LONG,2068.52,2031.6,2043.36,WIN,68.14,SIDEWAY_ADV
S-783,2023-12-29 08:00:00,SHORT,2072.83,2072.83,2039.36,EXPIRED,0.0,SIDEWAY_ADV
S-784,2023-12-29 11:55:00,LONG,2065.66,2046.53,2042.65,WIN,120.28,SIDEWAY_ADV
S-785,2023-12-29 12:00:00,LONG,2064.88,2046.53,2042.45,WIN,122.2,SIDEWAY_ADV
S-786,2023-12-29 12:10:00,LONG,2065.58,2046.53,2042.63,WIN,120.47,SIDEWAY_ADV
S-787,2024-01-05 12:00:00,LONG,2038.33,2030.08,2043.93,LOSS,-100.0,SIDEWAY_ADV
S-788,2024-01-05 23:40:00,LONG,2044.76,2023.93,2045.53,WIN,3.71,SIDEWAY_ADV
S-789,2024-01-08 17:40:00,SHORT,2032.35,2079.4,2029.24,WIN,6.61,SIDEWAY_ADV
S-790,2024-01-08 18:05:00,SHORT,2035.91,2079.4,2030.13,WIN,13.29,SIDEWAY_ADV
S-791,2024-01-08 19:20:00,LONG,2029.57,2016.2,2041.74,WIN,91.02,SIDEWAY_ADV
S-792,2024-01-08 20:05:00,LONG,2026.95,2016.2,2037.78,WIN,100.81,SIDEWAY_ADV
S-793,2024-01-09 02:15:00,SHORT,2033.99,2068.11,2027.74,WIN,18.32,SIDEWAY_ADV
S-794,2024-01-10 01:05:00,SHORT,2030.42,2064.48,2026.72,WIN,10.86,SIDEWAY_ADV
S-795,2024-01-10 08:10:00,LONG,2024.39,2024.39,2036.15,WIN,143.68,SIDEWAY_ADV
S-796,2024-01-12 01:15:00,SHORT,2035.08,2064.48,2026.4,EXPIRED,0.0,SIDEWAY_ADV
S-797,2024-01-15 04:25:00,SHORT,2054.61,2054.61,2031.28,WIN,286.89,SIDEWAY_ADV
S-798,2024-01-15 12:25:00,LONG,2052.65,2012.75,2041.74,WIN,27.35,SIDEWAY_ADV
S-799,2024-01-16 11:10:00,LONG,2040.28,2012.75,2038.64,WIN,5.94,SIDEWAY_ADV
S-800,2024-01-16 11:35:00,LONG,2039.87,2012.75,2038.54,WIN,4.9,SIDEWAY_ADV
S-801,2024-01-17 09:55:00,SHORT,2025.65,2062.74,2024.04,WIN,4.33,SIDEWAY_ADV
S-802,2024-01-17 11:10:00,LONG,2019.26,2019.26,2033.39,LOSS,-100.0,SIDEWAY_ADV
S-803,2024-01-17 17:30:00,LONG,2006.47,2006.47,2029.02,LOSS,-100.0,SIDEWAY_ADV
S-804,2024-01-17 22:40:00,SHORT,2006.69,2062.73,2018.15,WIN,20.46,SIDEWAY_ADV
S-805,2024-01-17 23:10:00,LONG,2005.82,2005.82,2055.95,LOSS,-100.0,SIDEWAY_ADV
S-806,2024-01-18 05:05:00,LONG,2006.44,2006.44,2037.83,WIN,608.15,SIDEWAY_ADV
S-807,2024-01-18 08:20:00,SHORT,2012.25,2062.73,2019.54,WIN,14.45,SIDEWAY_ADV
S-808,2024-01-19 02:35:00,SHORT,2023.0,2062.73,2022.23,WIN,1.93,SIDEWAY_ADV
S-809,2024-01-19 04:20:00,LONG,2023.5,2001.28,2042.09,EXPIRED,0.0,SIDEWAY_ADV
S-810,2024-01-19 17:10:00,LONG,2024.53,2001.28,2042.35,EXPIRED,0.0,SIDEWAY_ADV
S-811,2024-01-23 02:45:00,SHORT,2022.49,2041.78,2022.43,WIN,0.3,SIDEWAY_ADV
S-812,2024-01-24 23:10:00,LONG,2012.77,2012.77,2027.74,LOSS,-100.0,SIDEWAY_ADV
S-813,2024-01-25 06:30:00,SHORT,2015.71,2039.9,2020.66,WIN,20.45,SIDEWAY_ADV
S-814,2024-01-25 12:15:00,SHORT,2018.07,2039.9,2021.25,WIN,14.56,SIDEWAY_ADV
S-815,2024-01-29 22:10:00,SHORT,2030.86,2037.87,2026.27,LOSS,-100.0,SIDEWAY_ADV
S-816,2024-01-30 02:35:00,SHORT,2032.88,2037.87,2026.77,LOSS,-100.0,SIDEWAY_ADV
S-817,2024-01-30 23:20:00,LONG,2036.13,2009.06,2033.27,WIN,10.57,SIDEWAY_ADV
S-818,2024-01-31 16:40:00,SHORT,2049.67,2055.79,2027.08,LOSS,-100.0,SIDEWAY_ADV
S-819,2024-01-31 16:50:00,SHORT,2053.83,2053.83,2028.12,LOSS,-100.0,SIDEWAY_ADV
S-820,2024-02-01 04:00:00,LONG,2041.88,2012.91,2034.71,WIN,24.76,SIDEWAY_ADV
S-821,2024-02-01 06:45:00,SHORT,2045.73,2045.73,2026.1,LOSS,-100.0,SIDEWAY_ADV
S-822,2024-02-05 10:05:00,LONG,2025.39,2021.0,2027.31,LOSS,-100.0,SIDEWAY_ADV
S-823,2024-02-05 19:00:00,SHORT,2023.25,2065.94,2020.48,EXPIRED,0.0,SIDEWAY_ADV
S-824,2024-02-05 21:45:00,LONG,2026.76,2014.35,2027.65,WIN,7.19,SIDEWAY_ADV
S-825,2024-02-06 23:15:00,LONG,2035.3,2014.35,2031.97,WIN,15.89,SIDEWAY_ADV
S-826,2024-02-06 23:40:00,LONG,2035.65,2014.35,2032.06,WIN,16.86,SIDEWAY_ADV
S-827,2024-02-07 04:10:00,LONG,2035.23,2014.35,2031.96,WIN,15.69,SIDEWAY_ADV
S-828,2024-02-08 01:25:00,SHORT,2036.21,2065.95,2023.53,WIN,42.63,SIDEWAY_ADV
S-829,2024-02-08 01:55:00,SHORT,2036.45,2065.95,2023.59,WIN,43.59,SIDEWAY_ADV
S-830,2024-02-09 01:00:00,SHORT,2034.96,2034.96,2023.22,WIN,116.39,SIDEWAY_ADV
S-831,2024-02-12 11:35:00,LONG,2022.11,2022.11,2034.85,LOSS,-100.0,SIDEWAY_ADV
S-832,2024-02-12 11:50:00,LONG,2020.88,2020.88,2034.54,LOSS,-100.0,SIDEWAY_ADV
S-833,2024-02-13 02:40:00,SHORT,2018.78,2045.04,2026.25,WIN,28.44,SIDEWAY_ADV
S-834,2024-02-13 08:45:00,SHORT,2023.34,2045.04,2020.89,WIN,11.27,SIDEWAY_ADV
S-835,2024-02-14 23:35:00,LONG,1991.21,1991.21,2028.23,EXPIRED,0.0,SIDEWAY_ADV
S-836,2024-02-15 23:20:00,SHORT,2003.84,2032.31,2022.24,WIN,64.61,SIDEWAY_ADV
S-837,2024-02-19 02:55:00,SHORT,2018.74,2032.31,2025.96,WIN,53.19,SIDEWAY_ADV
S-838,2024-02-19 06:00:00,LONG,2019.21,1983.63,2035.23,EXPIRED,0.0,SIDEWAY_ADV
S-839,2024-02-19 20:40:00,LONG,2017.72,1983.63,2034.86,EXPIRED,0.0,SIDEWAY_ADV
S-840,2024-02-21 03:10:00,LONG,2024.09,1983.63,2036.45,EXPIRED,0.0,SIDEWAY_ADV
S-841,2024-02-21 03:40:00,SHORT,2025.89,2031.35,2027.75,WIN,34.06,SIDEWAY_ADV
S-842,2024-02-21 06:15:00,SHORT,2031.0,2031.0,2029.03,LOSS,-100.0,SIDEWAY_ADV
S-843,2024-02-22 05:05:00,SHORT,2027.68,2032.68,2028.2,WIN,10.32,SIDEWAY_ADV
S-844,2024-02-23 07:40:00,LONG,2022.67,2010.72,2027.95,WIN,44.18,SIDEWAY_ADV
S-845,2024-02-23 13:20:00,SHORT,2023.58,2035.26,2022.01,WIN,13.39,SIDEWAY_ADV
S-846,2024-02-29 08:40:00,SHORT,2036.62,2041.8,2031.34,WIN,101.9,SIDEWAY_ADV
S-847,2024-02-29 08:45:00,SHORT,2036.82,2036.82,2031.39,WIN,109.01,SIDEWAY_ADV
S-848,2024-03-01 07:10:00,LONG,2044.41,2023.97,2038.6,WIN,28.43,SIDEWAY_ADV
S-849,2024-03-01 10:15:00,LONG,2042.93,2023.97,2038.23,WIN,24.79,SIDEWAY_ADV
S-850,2024-03-01 10:35:00,LONG,2040.25,2023.97,2037.56,WIN,16.53,SIDEWAY_ADV
S-851,2024-03-01 10:45:00,LONG,2039.52,2023.97,2037.38,WIN,13.78,SIDEWAY_ADV
S-852,2024-03-01 18:50:00,SHORT,2080.8,2082.49,2033.48,LOSS,-100.0,SIDEWAY_ADV
S-853,2024-03-04 02:15:00,LONG,2083.38,2023.96,2048.21,WIN,59.19,SIDEWAY_ADV
S-854,2024-03-04 03:30:00,LONG,2080.27,2023.96,2047.43,WIN,58.32,SIDEWAY_ADV
S-855,2024-03-04 03:40:00,LONG,2080.4,2023.96,2047.46,WIN,58.36,SIDEWAY_ADV
S-856,2024-03-04 17:20:00,SHORT,2101.48,2109.86,2040.92,LOSS,-100.0,SIDEWAY_ADV
S-857,2024-03-05 19:50:00,SHORT,2130.18,2142.24,2046.21,LOSS,-100.0,SIDEWAY_ADV
S-858,2024-03-05 19:55:00,SHORT,2130.85,2142.24,2046.38,LOSS,-100.0,SIDEWAY_ADV
S-859,2024-03-06 07:00:00,SHORT,2126.48,2142.24,2051.27,LOSS,-100.0,SIDEWAY_ADV
S-860,2024-03-06 10:45:00,LONG,2124.32,2027.55,2059.95,WIN,66.51,SIDEWAY_ADV
S-861,2024-03-06 13:55:00,SHORT,2132.46,2142.24,2052.76,LOSS,-100.0,SIDEWAY_ADV
S-862,2024-03-11 04:40:00,LONG,2177.32,2109.99,2070.57,WIN,158.56,SIDEWAY_ADV
S-863,2024-03-13 17:25:00,SHORT,2173.82,2195.65,2060.93,EXPIRED,0.0,SIDEWAY_ADV
S-864,2024-03-18 05:35:00,LONG,2146.72,2145.67,2067.28,WIN,7570.68,SIDEWAY_ADV
S-865,2024-03-19 00:05:00,LONG,2160.29,2145.65,2068.86,WIN,624.41,SIDEWAY_ADV
S-866,2024-03-21 12:10:00,SHORT,2209.38,2209.38,2163.08,WIN,337.63,SIDEWAY_ADV
S-867,2024-03-21 15:55:00,LONG,2191.81,2145.64,2172.79,WIN,41.21,SIDEWAY_ADV
S-868,2024-03-21 16:55:00,LONG,2176.62,2145.64,2168.99,WIN,24.64,SIDEWAY_ADV
S-869,2024-03-26 12:35:00,SHORT,2193.44,2223.09,2162.5,EXPIRED,0.0,SIDEWAY_ADV
S-870,2024-03-26 14:45:00,LONG,2188.22,2149.17,2172.81,WIN,39.46,SIDEWAY_ADV
S-871,2024-03-27 01:20:00,SHORT,2178.35,2223.09,2159.24,LOSS,-100.0,SIDEWAY_ADV
S-872,2024-03-27 12:55:00,SHORT,2193.73,2212.16,2165.16,LOSS,-100.0,SIDEWAY_ADV
S-873,2024-04-01 16:20:00,SHORT,2257.09,2257.09,2177.18,LOSS,-100.0,SIDEWAY_ADV
S-874,2024-04-01 23:20:00,SHORT,2247.79,2266.06,2175.21,LOSS,-100.0,SIDEWAY_ADV
S-875,2024-04-01 23:55:00,SHORT,2251.31,2266.06,2176.09,LOSS,-100.0,SIDEWAY_ADV
S-876,2024-04-02 01:00:00,SHORT,2249.94,2266.06,2175.75,LOSS,-100.0,SIDEWAY_ADV
S-877,2024-04-02 01:15:00,SHORT,2251.52,2266.06,2176.14,LOSS,-100.0,SIDEWAY_ADV
S-878,2024-04-02 18:30:00,LONG,2251.77,2171.14,2201.64,WIN,62.17,SIDEWAY_ADV
S-879,2024-04-03 10:25:00,LONG,2272.72,2172.42,2193.86,WIN,78.62,SIDEWAY_ADV
S-880,2024-04-03 10:55:00,LONG,2271.18,2172.42,2193.48,WIN,78.68,SIDEWAY_ADV
S-881,2024-04-03 23:45:00,SHORT,2299.74,2301.6,2189.31,LOSS,-100.0,SIDEWAY_ADV
S-882,2024-04-04 07:40:00,SHORT,2298.65,2298.65,2189.33,LOSS,-100.0,SIDEWAY_ADV
S-883,2024-04-04 15:05:00,LONG,2285.36,2190.4,2209.67,WIN,79.71,SIDEWAY_ADV
S-884,2024-04-04 15:40:00,LONG,2283.01,2190.4,2209.08,WIN,79.83,SIDEWAY_ADV
S-885,2024-04-05 04:10:00,LONG,2277.55,2216.28,2190.73,WIN,141.71,SIDEWAY_ADV
S-886,2024-04-05 23:55:00,SHORT,2329.28,2329.28,2197.77,LOSS,-100.0,SIDEWAY_ADV
S-887,2024-04-08 21:25:00,SHORT,2341.67,2354.31,2201.24,LOSS,-100.0,SIDEWAY_ADV
S-888,2024-04-11 13:55:00,SHORT,2338.52,2365.75,2209.61,LOSS,-100.0,SIDEWAY_ADV
S-889,2024-04-11 21:20:00,SHORT,2362.55,2365.75,2215.62,LOSS,-100.0,SIDEWAY_ADV
S-890,2024-04-12 17:55:00,SHORT,2426.68,2429.48,2227.01,LOSS,-100.0,SIDEWAY_ADV
S-891,2024-04-17 11:30:00,SHORT,2390.67,2431.92,2354.89,WIN,86.74,SIDEWAY_ADV
S-892,2024-04-22 13:10:00,LONG,2360.94,2351.06,2388.06,LOSS,-100.0,SIDEWAY_ADV
S-893,2024-04-22 14:10:00,LONG,2349.08,2339.01,2385.1,LOSS,-100.0,SIDEWAY_ADV
S-894,2024-04-25 02:20:00,SHORT,2316.33,2418.29,2360.94,WIN,43.75,SIDEWAY_ADV
S-895,2024-04-26 05:10:00,SHORT,2334.95,2398.67,2325.51,WIN,14.82,SIDEWAY_ADV
S-896,2024-04-26 05:25:00,SHORT,2334.61,2398.67,2325.42,WIN,14.34,SIDEWAY_ADV
S-897,2024-04-26 13:20:00,LONG,2347.85,2290.92,2339.26,WIN,15.09,SIDEWAY_ADV
S-898,2024-05-01 07:00:00,LONG,2282.91,2282.91,2325.61,LOSS,-100.0,SIDEWAY_ADV
S-899,2024-05-02 08:20:00,LONG,2313.97,2281.17,2333.38,LOSS,-100.0,SIDEWAY_ADV
S-900,2024-05-03 02:25:00,LONG,2303.06,2281.17,2330.65,LOSS,-100.0,SIDEWAY_ADV
S-901,2024-05-03 02:30:00,LONG,2302.69,2281.17,2330.56,LOSS,-100.0,SIDEWAY_ADV
S-902,2024-05-03 07:50:00,SHORT,2307.76,2347.09,2320.41,WIN,32.15,SIDEWAY_ADV
S-903,2024-05-03 09:55:00,LONG,2298.46,2298.46,2329.5,LOSS,-100.0,SIDEWAY_ADV
S-904,2024-05-06 19:00:00,SHORT,2326.19,2332.46,2327.33,WIN,18.14,SIDEWAY_ADV
S-905,2024-05-08 13:20:00,SHORT,2315.97,2332.45,2311.2,WIN,28.96,SIDEWAY_ADV
S-906,2024-05-09 10:40:00,LONG,2308.81,2276.92,2328.47,WIN,61.63,SIDEWAY_ADV
S-907,2024-05-10 05:30:00,LONG,2348.03,2291.32,2338.27,WIN,17.21,SIDEWAY_ADV
S-908,2024-05-13 15:15:00,SHORT,2348.58,2378.79,2315.25,EXPIRED,0.0,SIDEWAY_ADV
S-909,2024-05-14 02:35:00,SHORT,2337.49,2378.79,2312.48,LOSS,-100.0,SIDEWAY_ADV
S-910,2024-05-14 07:00:00,SHORT,2343.65,2378.79,2314.02,LOSS,-100.0,SIDEWAY_ADV
S-911,2024-05-15 08:00:00,LONG,2356.21,2306.26,2339.8,WIN,32.86,SIDEWAY_ADV
