Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-27,2022-03-17 22:00:00,LONG,1936.65,1894.62,1937.75,WIN,2.63,SIDEWAY_ADV
S-28,2022-03-18 01:40:00,LONG,1942.02,1894.62,1939.1,WIN,6.17,SIDEWAY_ADV
S-29,2022-03-21 19:10:00,LONG,1927.86,1894.62,1935.56,WIN,23.16,SIDEWAY_ADV
S-30,2022-03-22 01:15:00,LONG,1934.84,1894.62,1937.3,WIN,6.12,SIDEWAY_ADV
S-31,2022-03-22 05:35:00,SHORT,1937.06,1950.13,1925.37,WIN,89.48,SIDEWAY_ADV
S-32,2022-03-23 02:35:00,LONG,1916.73,1894.63,1934.9,WIN,82.19,SIDEWAY_ADV
S-33,2022-03-23 12:10:00,SHORT,1932.06,1950.13,1925.54,WIN,36.07,SIDEWAY_ADV
S-34,2022-03-23 21:45:00,SHORT,1945.49,1945.49,1928.9,LOSS,-100.0,SIDEWAY_ADV
S-35,2022-03-23 21:50:00,SHORT,1947.0,1947.0,1929.28,LOSS,-100.0,SIDEWAY_ADV
S-36,2022-03-25 15:35:00,LONG,1943.57,1910.28,1943.23,WIN,1.02,SIDEWAY_ADV
S-37,2022-03-31 09:35:00,SHORT,1925.92,1964.76,1915.35,EXPIRED,0.0,SIDEWAY_ADV
S-38,2022-03-31 10:15:00,SHORT,1929.73,1964.76,1916.31,EXPIRED,0.0,SIDEWAY_ADV
S-39,2022-03-31 21:55:00,LONG,1941.51,1889.63,1933.3,WIN,15.82,SIDEWAY_ADV
S-40,2022-03-31 22:50:00,LONG,1936.12,1889.63,1931.95,WIN,8.96,SIDEWAY_ADV
S-41,2022-04-01 07:00:00,SHORT,1939.09,1958.91,1925.15,WIN,70.33,SIDEWAY_ADV
S-42,2022-04-04 05:30:00,LONG,1919.13,1889.64,1934.32,WIN,51.5,SIDEWAY_ADV
S-43,2022-04-11 21:45:00,SHORT,1949.88,1970.17,1925.04,LOSS,-100.0,SIDEWAY_ADV
S-44,2022-04-11 22:10:00,SHORT,1952.5,1970.17,1925.7,LOSS,-100.0,SIDEWAY_ADV
S-45,2022-04-12 05:30:00,SHORT,1956.68,1970.17,1926.74,LOSS,-100.0,SIDEWAY_ADV
S-46,2022-04-12 05:40:00,SHORT,1957.37,1970.17,1926.92,LOSS,-100.0,SIDEWAY_ADV
S-47,2022-04-12 21:00:00,LONG,1968.34,1915.18,1945.9,WIN,42.2,SIDEWAY_ADV
S-48,2022-04-13 05:50:00,SHORT,1970.69,1979.07,1929.5,LOSS,-100.0,SIDEWAY_ADV
S-49,2022-04-13 13:05:00,SHORT,1979.1,1979.1,1933.46,LOSS,-100.0,SIDEWAY_ADV
S-50,2022-04-14 03:55:00,LONG,1975.0,1927.28,1945.89,WIN,60.99,SIDEWAY_ADV
S-51,2022-04-14 04:55:00,SHORT,1979.75,1979.75,1931.23,LOSS,-100.0,SIDEWAY_ADV
S-52,2022-04-14 19:35:00,SHORT,1970.95,1981.98,1929.03,LOSS,-100.0,SIDEWAY_ADV
S-53,2022-04-18 02:15:00,SHORT,1979.3,1988.47,1931.12,LOSS,-100.0,SIDEWAY_ADV
S-54,2022-04-18 02:45:00,SHORT,1983.94,1988.47,1932.28,LOSS,-100.0,SIDEWAY_ADV
S-55,2022-04-18 13:35:00,LONG,1988.96,1939.6,1950.16,WIN,78.62,SIDEWAY_ADV
S-56,2022-04-19 07:45:00,LONG,1974.7,1949.42,1946.59,WIN,111.17,SIDEWAY_ADV
S-57,2022-04-19 07:55:00,LONG,1974.85,1949.42,1946.63,WIN,110.96,SIDEWAY_ADV
S-58,2022-04-19 22:20:00,LONG,1946.3,1943.42,1939.49,WIN,236.5,SIDEWAY_ADV
S-59,2022-04-22 07:35:00,SHORT,1952.47,1998.82,1925.18,WIN,58.88,SIDEWAY_ADV
S-60,2022-04-22 11:55:00,LONG,1943.87,1936.45,1938.62,WIN,70.81,SIDEWAY_ADV
S-61,2022-04-25 08:35:00,LONG,1916.03,1912.75,1931.77,LOSS,-100.0,SIDEWAY_ADV
S-62,2022-04-25 13:55:00,LONG,1908.91,1907.56,1928.82,LOSS,-100.0,SIDEWAY_ADV
S-63,2022-04-26 02:40:00,SHORT,1899.23,1958.71,1918.32,WIN,32.1,SIDEWAY_ADV
S-64,2022-04-26 23:15:00,SHORT,1904.92,1958.71,1919.74,WIN,27.56,SIDEWAY_ADV
S-65,2022-04-26 23:40:00,SHORT,1906.28,1958.71,1920.08,WIN,26.33,SIDEWAY_ADV
S-66,2022-04-27 04:05:00,LONG,1901.99,1891.05,1927.93,LOSS,-100.0,SIDEWAY_ADV
S-67,2022-04-27 04:10:00,LONG,1901.26,1891.05,1927.75,LOSS,-100.0,SIDEWAY_ADV
S-68,2022-04-28 10:15:00,SHORT,1884.83,1956.01,1913.88,WIN,40.81,SIDEWAY_ADV
S-69,2022-04-29 06:55:00,SHORT,1904.38,1936.42,1927.45,WIN,72.0,SIDEWAY_ADV
S-70,2022-05-03 05:05:00,LONG,1860.88,1854.23,1934.91,LOSS,-100.0,SIDEWAY_ADV
S-71,2022-05-03 05:50:00,SHORT,1863.13,1920.2,1916.18,WIN,92.96,SIDEWAY_ADV
S-72,2022-05-03 12:40:00,SHORT,1858.56,1920.2,1918.91,WIN,97.91,SIDEWAY_ADV
S-73,2022-05-03 12:50:00,SHORT,1859.44,1920.2,1919.13,WIN,98.24,SIDEWAY_ADV
S-74,2022-05-05 17:00:00,LONG,1892.0,1850.0,1905.88,EXPIRED,0.0,SIDEWAY_ADV
S-75,2022-05-05 17:05:00,LONG,1888.83,1850.0,1905.09,EXPIRED,0.0,SIDEWAY_ADV
S-76,2022-05-06 11:45:00,SHORT,1880.88,1910.15,1888.41,WIN,25.74,SIDEWAY_ADV
S-77,2022-05-06 21:00:00,LONG,1883.32,1850.0,1903.71,EXPIRED,0.0,SIDEWAY_ADV
S-78,2022-05-11 01:50:00,SHORT,1838.66,1910.14,1850.59,WIN,16.69,SIDEWAY_ADV
S-79,2022-05-11 03:35:00,LONG,1832.87,1832.87,1862.73,LOSS,-100.0,SIDEWAY_ADV
S-80,2022-05-11 05:05:00,SHORT,1837.87,1910.14,1849.86,WIN,16.59,SIDEWAY_ADV
S-81,2022-05-11 23:25:00,LONG,1851.7,1831.6,1864.81,LOSS,-100.0,SIDEWAY_ADV
S-82,2022-05-11 23:30:00,LONG,1852.18,1831.6,1864.93,LOSS,-100.0,SIDEWAY_ADV
S-83,2022-05-12 07:40:00,LONG,1850.28,1831.6,1867.15,LOSS,-100.0,SIDEWAY_ADV
S-84,2022-05-17 01:45:00,LONG,1823.65,1786.48,1860.05,EXPIRED,0.0,SIDEWAY_ADV
S-85,2022-05-17 02:30:00,SHORT,1827.03,1859.14,1850.41,WIN,72.81,SIDEWAY_ADV
S-86,2022-05-17 02:45:00,SHORT,1827.58,1859.14,1850.54,WIN,72.77,SIDEWAY_ADV
S-87,2022-05-17 02:50:00,SHORT,1828.29,1859.14,1850.72,WIN,72.72,SIDEWAY_ADV
S-88,2022-05-17 06:40:00,LONG,1822.2,1786.48,1859.69,EXPIRED,0.0,SIDEWAY_ADV
S-89,2022-05-17 08:55:00,SHORT,1828.48,1859.14,1850.77,WIN,72.71,SIDEWAY_ADV
S-90,2022-05-19 03:05:00,LONG,1814.59,1786.48,1819.9,WIN,18.9,SIDEWAY_ADV
S-91,2022-05-19 04:15:00,LONG,1815.45,1786.48,1820.12,WIN,16.11,SIDEWAY_ADV
S-92,2022-05-23 12:40:00,SHORT,1865.16,1865.16,1860.28,LOSS,-100.0,SIDEWAY_ADV
S-93,2022-05-24 08:15:00,LONG,1855.97,1806.95,1860.01,WIN,8.25,SIDEWAY_ADV
S-94,2022-05-24 23:00:00,SHORT,1866.43,1866.43,1859.46,WIN,192.99,SIDEWAY_ADV
S-95,2022-05-26 22:05:00,SHORT,1853.19,1870.04,1847.97,WIN,30.96,SIDEWAY_ADV
S-96,2022-05-30 02:15:00,LONG,1849.43,1840.41,1853.97,WIN,50.33,SIDEWAY_ADV
S-97,2022-05-30 12:45:00,LONG,1857.43,1840.41,1856.28,WIN,6.78,SIDEWAY_ADV
S-98,2022-05-30 20:00:00,SHORT,1855.92,1870.04,1849.36,WIN,46.42,SIDEWAY_ADV
S-99,2022-05-31 02:25:00,LONG,1852.87,1840.41,1858.23,LOSS,-100.0,SIDEWAY_ADV
S-100,2022-05-31 03:00:00,LONG,1851.95,1840.41,1858.0,LOSS,-100.0,SIDEWAY_ADV
S-101,2022-05-31 03:10:00,LONG,1851.56,1840.41,1857.9,LOSS,-100.0,SIDEWAY_ADV
S-102,2022-05-31 03:15:00,LONG,1851.15,1840.41,1857.8,LOSS,-100.0,SIDEWAY_ADV
S-103,2022-05-31 03:35:00,LONG,1848.64,1848.64,1857.17,LOSS,-100.0,SIDEWAY_ADV
S-104,2022-05-31 03:45:00,LONG,1847.6,1847.6,1856.91,WIN,129.48,SIDEWAY_ADV
S-105,2022-06-01 09:20:00,SHORT,1835.04,1864.33,1845.42,WIN,35.45,SIDEWAY_ADV
S-106,2022-06-02 09:30:00,SHORT,1851.73,1864.33,1849.59,LOSS,-100.0,SIDEWAY_ADV
S-107,2022-06-02 11:20:00,SHORT,1851.55,1864.33,1849.55,LOSS,-100.0,SIDEWAY_ADV
S-108,2022-06-03 06:25:00,LONG,1868.18,1828.13,1858.47,WIN,24.25,SIDEWAY_ADV
S-109,2022-06-03 11:20:00,SHORT,1865.45,1865.45,1851.96,WIN,149.69,SIDEWAY_ADV
S-110,2022-06-03 23:20:00,SHORT,1850.61,1874.46,1848.25,WIN,9.9,SIDEWAY_ADV
S-111,2022-06-06 21:45:00,LONG,1841.57,1828.13,1851.82,WIN,76.24,SIDEWAY_ADV
S-112,2022-06-08 06:00:00,SHORT,1848.83,1874.46,1848.89,WIN,0.23,SIDEWAY_ADV
S-113,2022-06-08 07:00:00,LONG,1846.39,1836.66,1854.42,WIN,82.5,SIDEWAY_ADV
S-114,2022-06-08 10:15:00,LONG,1847.28,1836.66,1854.78,WIN,70.59,SIDEWAY_ADV
S-115,2022-06-09 07:55:00,SHORT,1854.09,1874.46,1850.75,WIN,16.39,SIDEWAY_ADV
S-116,2022-06-10 02:10:00,LONG,1846.7,1836.66,1854.72,LOSS,-100.0,SIDEWAY_ADV
S-117,2022-06-10 15:00:00,LONG,1833.36,1833.36,1851.38,LOSS,-100.0,SIDEWAY_ADV
S-118,2022-06-10 15:20:00,LONG,1832.28,1832.28,1851.11,LOSS,-100.0,SIDEWAY_ADV
S-119,2022-06-13 04:15:00,LONG,1868.68,1824.76,1857.69,WIN,25.02,SIDEWAY_ADV
S-120,2022-06-13 04:40:00,LONG,1866.0,1824.76,1857.02,WIN,21.77,SIDEWAY_ADV
S-121,2022-06-13 11:15:00,LONG,1855.89,1824.76,1854.49,WIN,4.49,SIDEWAY_ADV
S-122,2022-06-13 17:00:00,LONG,1828.59,1823.09,1847.67,LOSS,-100.0,SIDEWAY_ADV
S-123,2022-06-13 17:10:00,LONG,1826.61,1826.61,1847.17,LOSS,-100.0,SIDEWAY_ADV
S-124,2022-06-15 04:20:00,SHORT,1813.95,1879.14,1837.35,WIN,35.9,SIDEWAY_ADV
S-125,2022-06-15 04:25:00,SHORT,1814.87,1879.14,1837.58,WIN,35.34,SIDEWAY_ADV
S-126,2022-06-15 05:00:00,SHORT,1816.58,1879.14,1838.01,WIN,34.25,SIDEWAY_ADV
S-127,2022-06-15 06:40:00,LONG,1815.13,1815.13,1845.56,LOSS,-100.0,SIDEWAY_ADV
S-128,2022-06-15 09:25:00,SHORT,1819.84,1879.14,1838.83,WIN,32.01,SIDEWAY_ADV
S-129,2022-06-15 20:30:00,LONG,1817.81,1817.81,1846.23,LOSS,-100.0,SIDEWAY_ADV
S-130,2022-06-17 23:35:00,SHORT,1841.3,1857.6,1844.19,WIN,17.74,SIDEWAY_ADV
S-131,2022-06-21 03:30:00,SHORT,1841.55,1857.6,1844.25,WIN,16.84,SIDEWAY_ADV
S-132,2022-06-22 02:25:00,LONG,1830.85,1813.18,1849.49,EXPIRED,0.0,SIDEWAY_ADV
S-133,2022-06-22 13:05:00,SHORT,1828.58,1857.6,1841.01,WIN,42.84,SIDEWAY_ADV
S-134,2022-06-23 15:35:00,SHORT,1832.54,1853.42,1842.0,WIN,45.32,SIDEWAY_ADV
S-135,2022-06-24 02:20:00,SHORT,1824.14,1852.13,1839.9,WIN,56.3,SIDEWAY_ADV
S-136,2022-06-24 22:45:00,LONG,1824.97,1824.97,1848.02,LOSS,-100.0,SIDEWAY_ADV
S-137,2022-06-24 22:55:00,LONG,1824.28,1824.28,1847.84,LOSS,-100.0,SIDEWAY_ADV
S-138,2022-06-28 12:50:00,LONG,1824.7,1816.56,1837.91,LOSS,-100.0,SIDEWAY_ADV
S-139,2022-06-29 23:00:00,LONG,1818.85,1811.8,1836.45,LOSS,-100.0,SIDEWAY_ADV
S-140,2022-06-30 06:35:00,LONG,1817.94,1811.8,1836.22,LOSS,-100.0,SIDEWAY_ADV
S-141,2022-06-30 07:20:00,LONG,1816.73,1811.8,1835.92,LOSS,-100.0,SIDEWAY_ADV
S-142,2022-06-30 07:25:00,LONG,1816.36,1811.8,1835.83,LOSS,-100.0,SIDEWAY_ADV
S-143,2022-06-30 21:45:00,LONG,1807.7,1802.39,1822.73,LOSS,-100.0,SIDEWAY_ADV
S-144,2022-07-01 05:25:00,SHORT,1805.5,1841.39,1817.87,WIN,34.46,SIDEWAY_ADV
S-145,2022-07-01 06:50:00,LONG,1801.71,1800.97,1822.07,LOSS,-100.0,SIDEWAY_ADV
S-146,2022-07-04 04:30:00,LONG,1806.6,1784.09,1827.33,LOSS,-100.0,SIDEWAY_ADV
S-147,2022-07-06 07:20:00,LONG,1767.99,1763.6,1818.73,LOSS,-100.0,SIDEWAY_ADV
S-148,2022-07-06 18:35:00,LONG,1736.93,1732.39,1817.44,LOSS,-100.0,SIDEWAY_ADV
S-149,2022-07-07 02:10:00,LONG,1739.21,1739.21,1810.95,LOSS,-100.0,SIDEWAY_ADV
S-150,2022-07-07 06:05:00,SHORT,1745.34,1814.61,1799.09,WIN,77.6,SIDEWAY_ADV
S-151,2022-07-07 23:25:00,SHORT,1740.27,1814.61,1797.82,WIN,77.42,SIDEWAY_ADV
S-152,2022-07-08 03:15:00,SHORT,1742.41,1814.61,1798.36,WIN,77.49,SIDEWAY_ADV
S-153,2022-07-08 03:55:00,SHORT,1744.71,1814.61,1798.93,WIN,77.57,SIDEWAY_ADV
S-154,2022-07-12 20:25:00,LONG,1726.44,1722.88,1742.74,LOSS,-100.0,SIDEWAY_ADV
S-155,2022-07-12 20:50:00,LONG,1726.04,1726.04,1742.64,LOSS,-100.0,SIDEWAY_ADV
S-156,2022-07-13 06:35:00,SHORT,1727.29,1752.8,1796.98,WIN,273.23,SIDEWAY_ADV
S-157,2022-07-14 03:15:00,LONG,1730.22,1706.68,1741.43,LOSS,-100.0,SIDEWAY_ADV
S-158,2022-07-14 07:55:00,LONG,1728.06,1706.68,1740.89,LOSS,-100.0,SIDEWAY_ADV
S-159,2022-07-15 20:55:00,LONG,1704.96,1704.96,1738.46,EXPIRED,0.0,SIDEWAY_ADV
S-160,2022-07-15 23:55:00,SHORT,1707.32,1745.76,1725.08,WIN,46.21,SIDEWAY_ADV
S-161,2022-07-20 22:45:00,LONG,1697.87,1695.32,1712.81,LOSS,-100.0,SIDEWAY_ADV
S-162,2022-07-21 11:50:00,LONG,1685.44,1685.44,1707.93,LOSS,-100.0,SIDEWAY_ADV
S-163,2022-07-21 21:45:00,SHORT,1714.68,1724.29,1704.12,LOSS,-100.0,SIDEWAY_ADV
S-164,2022-07-28 02:45:00,SHORT,1739.13,1739.13,1712.3,LOSS,-100.0,SIDEWAY_ADV
S-165,2022-07-28 09:35:00,SHORT,1741.57,1741.57,1714.86,LOSS,-100.0,SIDEWAY_ADV
S-166,2022-07-29 06:45:00,SHORT,1761.26,1764.24,1719.85,LOSS,-100.0,SIDEWAY_ADV
S-167,2022-08-01 01:45:00,LONG,1763.27,1711.17,1728.15,WIN,67.4,SIDEWAY_ADV
S-168,2022-08-01 10:05:00,SHORT,1765.58,1765.58,1719.78,LOSS,-100.0,SIDEWAY_ADV
S-169,2022-08-01 10:10:00,SHORT,1766.49,1766.49,1720.0,LOSS,-100.0,SIDEWAY_ADV
S-170,2022-08-02 01:20:00,SHORT,1771.54,1775.58,1723.44,LOSS,-100.0,SIDEWAY_ADV
S-171,2022-08-02 03:55:00,SHORT,1780.39,1780.39,1725.65,LOSS,-100.0,SIDEWAY_ADV
S-172,2022-08-03 07:05:00,SHORT,1768.71,1788.41,1719.78,LOSS,-100.0,SIDEWAY_ADV
S-173,2022-08-04 08:15:00,LONG,1771.52,1751.63,1734.82,WIN,184.48,SIDEWAY_ADV
S-174,2022-08-05 01:15:00,LONG,1789.8,1751.62,1733.38,WIN,147.78,SIDEWAY_ADV
S-175,2022-08-08 08:45:00,SHORT,1774.31,1795.3,1724.2,LOSS,-100.0,SIDEWAY_ADV
S-176,2022-08-08 08:55:00,SHORT,1775.11,1795.31,1724.4,LOSS,-100.0,SIDEWAY_ADV
S-177,2022-08-08 17:35:00,SHORT,1788.86,1795.31,1727.84,LOSS,-100.0,SIDEWAY_ADV
S-178,2022-08-10 07:20:00,LONG,1790.66,1762.8,1794.4,WIN,13.44,SIDEWAY_ADV
S-179,2022-08-10 12:25:00,SHORT,1794.09,1800.81,1729.82,LOSS,-100.0,SIDEWAY_ADV
S-180,2022-08-10 14:00:00,LONG,1789.96,1764.62,1739.68,WIN,198.42,SIDEWAY_ADV
S-181,2022-08-11 23:55:00,SHORT,1789.44,1808.23,1787.72,WIN,9.13,SIDEWAY_ADV
S-182,2022-08-15 10:35:00,LONG,1788.38,1782.87,1793.24,LOSS,-100.0,SIDEWAY_ADV
S-183,2022-08-15 10:50:00,LONG,1786.67,1782.87,1792.82,LOSS,-100.0,SIDEWAY_ADV
S-184,2022-08-15 12:30:00,LONG,1781.46,1777.42,1791.51,LOSS,-100.0,SIDEWAY_ADV
S-185,2022-08-16 03:50:00,SHORT,1778.01,1808.23,1783.46,WIN,18.02,SIDEWAY_ADV
S-186,2022-08-17 07:30:00,SHORT,1778.31,1802.63,1783.53,WIN,21.47,SIDEWAY_ADV
S-187,2022-08-17 09:55:00,LONG,1776.77,1771.11,1790.52,LOSS,-100.0,SIDEWAY_ADV
S-188,2022-08-18 07:00:00,LONG,1762.78,1762.78,1767.2,WIN,132.76,SIDEWAY_ADV
S-189,2022-08-19 07:35:00,LONG,1752.84,1752.84,1784.7,LOSS,-100.0,SIDEWAY_ADV
S-190,2022-08-22 07:15:00,LONG,1745.5,1743.55,1783.54,LOSS,-100.0,SIDEWAY_ADV
S-191,2022-08-23 04:15:00,SHORT,1738.84,1782.69,1762.23,WIN,53.35,SIDEWAY_ADV
S-192,2022-08-23 04:20:00,SHORT,1739.37,1782.69,1762.37,WIN,53.09,SIDEWAY_ADV
S-193,2022-08-23 11:35:00,SHORT,1742.56,1782.69,1763.16,WIN,51.35,SIDEWAY_ADV
S-194,2022-08-25 08:55:00,LONG,1757.06,1727.42,1787.55,LOSS,-100.0,SIDEWAY_ADV
S-195,2022-08-25 09:40:00,SHORT,1760.53,1762.02,1778.31,WIN,1191.71,SIDEWAY_ADV
S-196,2022-08-25 23:55:00,SHORT,1758.62,1765.85,1777.83,WIN,265.69,SIDEWAY_ADV
S-197,2022-08-26 13:50:00,LONG,1746.69,1727.42,1784.96,LOSS,-100.0,SIDEWAY_ADV
S-198,2022-08-30 06:45:00,LONG,1735.15,1719.96,1780.77,LOSS,-100.0,SIDEWAY_ADV
S-199,2022-08-31 09:40:00,LONG,1721.57,1719.97,1736.58,LOSS,-100.0,SIDEWAY_ADV
S-200,2022-08-31 20:50:00,LONG,1712.75,1709.29,1750.11,LOSS,-100.0,SIDEWAY_ADV
S-201,2022-09-01 08:50:00,SHORT,1707.77,1759.16,1764.62,WIN,110.63,SIDEWAY_ADV
S-202,2022-09-02 07:25:00,LONG,1699.54,1699.54,1730.63,EXPIRED,0.0,SIDEWAY_ADV
S-203,2022-09-02 08:55:00,SHORT,1701.7,1745.86,1724.61,WIN,51.88,SIDEWAY_ADV
S-204,2022-09-02 20:25:00,LONG,1711.14,1688.46,1748.94,EXPIRED,0.0,SIDEWAY_ADV
S-205,2022-09-02 22:50:00,LONG,1709.74,1688.46,1748.59,EXPIRED,0.0,SIDEWAY_ADV
S-206,2022-09-02 23:50:00,SHORT,1712.32,1745.86,1727.27,WIN,44.56,SIDEWAY_ADV
S-207,2022-09-05 15:10:00,LONG,1712.04,1688.46,1749.17,EXPIRED,0.0,SIDEWAY_ADV
S-208,2022-09-07 08:30:00,SHORT,1696.19,1727.11,1703.63,WIN,24.07,SIDEWAY_ADV
S-209,2022-09-08 21:55:00,LONG,1707.28,1707.28,1748.21,EXPIRED,0.0,SIDEWAY_ADV
S-210,2022-09-09 02:20:00,SHORT,1710.32,1728.54,1708.25,LOSS,-100.0,SIDEWAY_ADV
S-211,2022-09-09 21:00:00,LONG,1715.7,1690.93,1717.05,WIN,5.43,SIDEWAY_ADV
S-212,2022-09-15 20:25:00,SHORT,1668.62,1735.46,1698.3,WIN,44.4,SIDEWAY_ADV
S-213,2022-09-16 12:20:00,SHORT,1663.47,1735.46,1694.67,WIN,43.33,SIDEWAY_ADV
S-214,2022-09-19 04:20:00,LONG,1672.85,1653.83,1707.1,EXPIRED,0.0,SIDEWAY_ADV
S-215,2022-09-19 04:30:00,LONG,1672.35,1653.83,1706.98,EXPIRED,0.0,SIDEWAY_ADV
S-216,2022-09-19 21:00:00,SHORT,1670.29,1732.15,1697.47,WIN,43.93,SIDEWAY_ADV
S-217,2022-09-20 03:05:00,SHORT,1679.4,1707.62,1700.45,WIN,74.62,SIDEWAY_ADV
S-218,2022-09-23 09:00:00,SHORT,1672.68,1688.36,1689.94,WIN,110.04,SIDEWAY_ADV
S-219,2022-09-23 09:05:00,SHORT,1673.41,1688.36,1690.12,WIN,111.75,SIDEWAY_ADV
S-220,2022-09-23 12:00:00,LONG,1662.37,1652.44,1673.97,LOSS,-100.0,SIDEWAY_ADV
S-221,2022-09-23 12:45:00,LONG,1656.64,1656.64,1672.54,LOSS,-100.0,SIDEWAY_ADV
S-222,2022-09-26 19:20:00,LONG,1632.03,1626.48,1666.11,LOSS,-100.0,SIDEWAY_ADV
S-223,2022-09-27 19:55:00,LONG,1629.45,1620.84,1666.13,LOSS,-100.0,SIDEWAY_ADV
S-224,2022-09-28 07:20:00,SHORT,1624.88,1685.23,1648.74,WIN,39.53,SIDEWAY_ADV
S-225,2022-09-29 03:05:00,LONG,1655.42,1614.48,1675.19,WIN,48.3,SIDEWAY_ADV
S-226,2022-09-29 03:30:00,LONG,1654.84,1614.48,1675.05,WIN,50.07,SIDEWAY_ADV
S-227,2022-09-30 19:25:00,LONG,1666.53,1614.48,1669.89,WIN,6.45,SIDEWAY_ADV
S-228,2022-09-30 19:55:00,LONG,1664.06,1614.48,1669.27,WIN,10.51,SIDEWAY_ADV
S-229,2022-10-03 02:15:00,SHORT,1664.08,1675.69,1659.51,LOSS,-100.0,SIDEWAY_ADV
S-230,2022-10-03 04:45:00,SHORT,1669.27,1669.27,1660.81,WIN,131.73,SIDEWAY_ADV
S-231,2022-10-03 09:00:00,SHORT,1667.95,1675.69,1660.48,WIN,96.49,SIDEWAY_ADV
S-232,2022-10-03 12:20:00,LONG,1662.62,1614.48,1668.91,WIN,13.07,SIDEWAY_ADV
S-233,2022-10-04 10:15:00,SHORT,1710.49,1710.49,1671.11,LOSS,-100.0,SIDEWAY_ADV
S-234,2022-10-04 18:30:00,SHORT,1728.57,1728.57,1675.63,LOSS,-100.0,SIDEWAY_ADV
S-235,2022-10-05 10:50:00,LONG,1715.96,1641.19,1681.26,WIN,46.4,SIDEWAY_ADV
S-236,2022-10-05 11:20:00,LONG,1711.23,1641.19,1680.08,WIN,44.47,SIDEWAY_ADV
S-237,2022-10-05 13:05:00,LONG,1706.1,1641.19,1678.77,WIN,42.1,SIDEWAY_ADV
S-238,2022-10-06 11:40:00,LONG,1715.1,1658.9,1687.98,WIN,48.26,SIDEWAY_ADV
S-239,2022-10-06 11:55:00,LONG,1714.21,1658.9,1687.75,WIN,47.83,SIDEWAY_ADV
S-240,2022-10-07 01:05:00,LONG,1711.12,1659.38,1686.98,WIN,46.65,SIDEWAY_ADV
S-241,2022-10-10 06:00:00,LONG,1691.14,1686.8,1681.99,WIN,210.99,SIDEWAY_ADV
S-242,2022-10-12 02:55:00,LONG,1664.11,1664.11,1675.23,WIN,323.91,SIDEWAY_ADV
S-243,2022-10-12 03:05:00,LONG,1662.76,1662.76,1674.89,LOSS,-100.0,SIDEWAY_ADV
S-244,2022-10-14 02:45:00,LONG,1663.12,1642.13,1674.98,LOSS,-100.0,SIDEWAY_ADV
S-245,2022-10-17 01:00:00,SHORT,1646.26,1684.3,1654.29,WIN,21.1,SIDEWAY_ADV
S-246,2022-10-17 08:25:00,SHORT,1652.43,1684.3,1655.83,WIN,10.66,SIDEWAY_ADV
S-247,2022-10-17 12:35:00,SHORT,1657.27,1684.3,1657.04,WIN,0.86,SIDEWAY_ADV
S-248,2022-10-18 09:30:00,LONG,1653.79,1639.86,1668.82,LOSS,-100.0,SIDEWAY_ADV
S-249,2022-10-18 09:35:00,LONG,1654.54,1639.86,1669.01,LOSS,-100.0,SIDEWAY_ADV
S-250,2022-10-18 12:05:00,LONG,1649.7,1639.86,1667.8,LOSS,-100.0,SIDEWAY_ADV
S-251,2022-10-18 22:50:00,SHORT,1650.99,1682.79,1655.47,WIN,14.08,SIDEWAY_ADV
S-252,2022-10-19 05:50:00,LONG,1649.99,1639.86,1667.87,LOSS,-100.0,SIDEWAY_ADV
S-253,2022-10-19 07:40:00,LONG,1646.21,1639.86,1666.92,LOSS,-100.0,SIDEWAY_ADV
S-254,2022-10-19 23:35:00,SHORT,1628.6,1672.84,1649.87,WIN,48.08,SIDEWAY_ADV
S-255,2022-10-19 23:40:00,LONG,1629.01,1627.35,1662.62,LOSS,-100.0,SIDEWAY_ADV
S-256,2022-10-20 09:20:00,LONG,1630.14,1630.14,1662.91,LOSS,-100.0,SIDEWAY_ADV
S-257,2022-10-20 21:00:00,LONG,1630.34,1622.1,1664.01,LOSS,-100.0,SIDEWAY_ADV
S-258,2022-10-20 21:05:00,LONG,1629.62,1622.1,1663.83,LOSS,-100.0,SIDEWAY_ADV
S-259,2022-10-21 22:20:00,SHORT,1657.0,1668.79,1658.1,WIN,9.29,SIDEWAY_ADV
S-260,2022-10-24 04:45:00,LONG,1654.45,1616.96,1668.95,EXPIRED,0.0,SIDEWAY_ADV
S-261,2022-10-24 11:20:00,LONG,1647.26,1616.96,1667.15,EXPIRED,0.0,SIDEWAY_ADV
S-262,2022-10-26 13:10:00,LONG,1668.83,1616.96,1672.54,WIN,7.16,SIDEWAY_ADV
S-263,2022-10-26 22:20:00,LONG,1664.18,1616.96,1671.38,EXPIRED,0.0,SIDEWAY_ADV
S-264,2022-10-27 09:55:00,LONG,1660.72,1616.96,1673.71,EXPIRED,0.0,SIDEWAY_ADV
S-265,2022-10-28 10:15:00,LONG,1651.75,1637.87,1670.62,LOSS,-100.0,SIDEWAY_ADV
S-266,2022-10-28 22:50:00,SHORT,1644.55,1675.26,1645.5,WIN,3.09,SIDEWAY_ADV
S-267,2022-11-01 00:10:00,LONG,1633.14,1631.47,1665.18,LOSS,-100.0,SIDEWAY_ADV
S-268,2022-11-01 08:35:00,SHORT,1644.47,1675.26,1646.6,WIN,6.91,SIDEWAY_ADV
