Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,H1_Trend,Regime
3029,2024-06-11 03:10:00,N/A,N/A,N/A,N/A,WIN,18.58,UNKNOWN,TREND
3031,2024-06-11 03:20:00,N/A,N/A,N/A,N/A,LOSS,-19.15,UNKNOWN,TREND
3035,2024-06-11 03:25:00,SHORT,2309.23,2310.29,2307.64,OPEN,0,BEARISH,TREND
3035,2024-06-11 03:35:00,N/A,N/A,N/A,N/A,LOSS,-30.32,UNKNOWN,SIDEWAY
3044,2024-06-11 04:10:00,SHORT,2306.33,2309.29,2301.89,OPEN,0,BEARISH,TREND
3044,2024-06-11 04:20:00,N/A,N/A,N/A,N/A,LOSS,-30.19,UNKNOWN,SIDEWAY
3048,2024-06-11 04:30:00,SHORT,2307.87,2311.775714285714,2302.0114285714285,OPEN,0,BEARISH,TREND
3051,2024-06-11 04:45:00,SHORT,2306.25,2310.5128571428572,2299.8557142857144,OPEN,0,BEARISH,TREND
3048,2024-06-11 04:50:00,N/A,N/A,N/A,N/A,WIN,12.47,UNKNOWN,TREND
3052,2024-06-11 04:50:00,SHORT,2303.39,2308.022857142857,2296.4407142857144,OPEN,0,BEARISH,TREND
3051,2024-06-11 04:55:00,N/A,N/A,N/A,N/A,WIN,30.03,UNKNOWN,TREND
3053,2024-06-11 04:55:00,SHORT,2302.84,2307.694285714286,2295.5585714285717,OPEN,0,BEARISH,TREND
3052,2024-06-11 05:00:00,N/A,N/A,N/A,N/A,WIN,5.39,UNKNOWN,TREND
3055,2024-06-11 05:05:00,SHORT,2301.29,2306.292857142857,2293.785714285714,OPEN,0,BEARISH,TREND
3053,2024-06-11 05:10:00,N/A,N/A,N/A,N/A,WIN,14.42,UNKNOWN,TREND
3056,2024-06-11 05:10:00,SHORT,2299.75,2304.0285714285715,2293.332142857143,OPEN,0,BEARISH,TREND
3055,2024-06-11 05:15:00,N/A,N/A,N/A,N/A,WIN,14.17,UNKNOWN,TREND
3056,2024-06-11 06:10:00,N/A,N/A,N/A,N/A,LOSS,-32.75,UNKNOWN,TREND
3074,2024-06-11 06:40:00,SHORT,2302.97,2305.3471428571424,2299.4042857142854,OPEN,0,BEARISH,TREND
3074,2024-06-11 06:50:00,N/A,N/A,N/A,N/A,LOSS,-3.68,UNKNOWN,TREND
3079,2024-06-11 07:05:00,SHORT,2302.94,2304.807142857143,2300.139285714286,OPEN,0,BEARISH,TREND
3079,2024-06-11 07:10:00,N/A,N/A,N/A,N/A,LOSS,-5.67,UNKNOWN,TREND
3080,2024-06-11 07:10:00,SHORT,2303.29,2305.0142857142855,2300.7035714285716,OPEN,0,BEARISH,TREND
3082,2024-06-11 07:20:00,SHORT,2302.79,2304.367142857143,2300.424285714286,OPEN,0,BEARISH,TREND
3080,2024-06-11 07:25:00,N/A,N/A,N/A,N/A,WIN,8.75,UNKNOWN,SIDEWAY
3083,2024-06-11 07:25:00,SHORT,2302.2,2303.715714285714,2299.9264285714285,OPEN,0,BEARISH,TREND
3082,2024-06-11 07:30:00,N/A,N/A,N/A,N/A,WIN,16.99,UNKNOWN,SIDEWAY
3084,2024-06-11 07:30:00,SHORT,2301.91,2303.4571428571426,2299.589285714286,OPEN,0,BEARISH,TREND
3083,2024-06-11 07:35:00,N/A,N/A,N/A,N/A,WIN,8.7,UNKNOWN,SIDEWAY
3087,2024-06-11 07:45:00,SHORT,2301.63,2302.982857142857,2299.6007142857147,OPEN,0,BEARISH,TREND
3084,2024-06-11 07:50:00,N/A,N/A,N/A,N/A,WIN,8.23,UNKNOWN,SIDEWAY
3087,2024-06-11 07:50:00,N/A,N/A,N/A,N/A,LOSS,-45.73,UNKNOWN,SIDEWAY
3091,2024-06-11 08:05:00,SHORT,2302.87,2304.5314285714285,2300.377857142857,OPEN,0,BEARISH,TREND
3094,2024-06-11 08:20:00,SHORT,2302.42,2304.035714285714,2299.9964285714286,OPEN,0,BEARISH,TREND
3091,2024-06-11 08:25:00,N/A,N/A,N/A,N/A,WIN,8.19,UNKNOWN,TREND
3094,2024-06-11 08:30:00,SHORT,2302.42,2304.035714285714,2299.9964285714286,WIN,20.36,BEARISH,TREND
3096,2024-06-11 08:30:00,SHORT,2299.97,2302.0214285714283,2296.892857142857,OPEN,0,BEARISH,TREND
3094,2024-06-11 08:35:00,N/A,N/A,N/A,N/A,WIN,48.27,UNKNOWN,TREND
3097,2024-06-11 08:35:00,SHORT,2299.04,2301.1857142857143,2295.8214285714284,OPEN,0,BEARISH,TREND
3096,2024-06-11 08:40:00,N/A,N/A,N/A,N/A,WIN,20.65,UNKNOWN,TREND
3097,2024-06-11 09:05:00,N/A,N/A,N/A,N/A,LOSS,-82.18,UNKNOWN,TREND
3224,2024-06-11 19:10:00,SHORT,2310.19,2313.9871428571428,2304.494285714286,OPEN,0,BEARISH,TREND
3225,2024-06-11 19:15:00,SHORT,2309.03,2312.7542857142857,2303.443571428572,OPEN,0,BEARISH,TREND
3224,2024-06-11 19:20:00,N/A,N/A,N/A,N/A,WIN,9.28,UNKNOWN,TREND
3226,2024-06-11 19:20:00,SHORT,2308.4,2312.077142857143,2302.884285714286,OPEN,0,BEARISH,TREND
3228,2024-06-11 19:30:00,SHORT,2306.9,2310.5128571428572,2301.4807142857144,OPEN,0,BEARISH,TREND
3225,2024-06-11 19:35:00,N/A,N/A,N/A,N/A,WIN,25.99,UNKNOWN,TREND
3226,2024-06-11 19:35:00,N/A,N/A,N/A,N/A,WIN,18.45,UNKNOWN,TREND
3228,2024-06-11 19:55:00,N/A,N/A,N/A,N/A,LOSS,-20.92,UNKNOWN,TREND
3236,2024-06-11 20:10:00,SHORT,2308.83,2312.1814285714286,2303.8028571428567,OPEN,0,BEARISH,TREND
3237,2024-06-11 20:15:00,SHORT,2308.49,2311.867142857143,2303.4242857142854,OPEN,0,BEARISH,TREND
3236,2024-06-11 20:20:00,N/A,N/A,N/A,N/A,WIN,3.09,UNKNOWN,TREND
3237,2024-06-11 20:20:00,N/A,N/A,N/A,N/A,LOSS,-6.21,UNKNOWN,TREND
3317,2024-06-12 03:55:00,SHORT,2313.79,2315.1714285714284,2311.717857142857,OPEN,0,BEARISH,TREND
3317,2024-06-12 04:05:00,SHORT,2313.79,2315.1714285714284,2311.717857142857,WIN,13.68,BEARISH,TREND
3319,2024-06-12 04:05:00,SHORT,2312.62,2314.322857142857,2310.0657142857144,OPEN,0,BEARISH,TREND
3317,2024-06-12 04:10:00,N/A,N/A,N/A,N/A,WIN,18.02,UNKNOWN,TREND
3322,2024-06-12 04:20:00,SHORT,2312.0,2314.072857142857,2308.8907142857142,OPEN,0,BEARISH,TREND
3319,2024-06-12 04:25:00,N/A,N/A,N/A,N/A,WIN,16.68,UNKNOWN,TREND
3326,2024-06-12 04:40:00,SHORT,2311.51,2314.027142857143,2307.7342857142858,OPEN,0,BEARISH,TREND
3322,2024-06-12 04:45:00,N/A,N/A,N/A,N/A,WIN,21.71,UNKNOWN,TREND
3326,2024-06-12 04:50:00,N/A,N/A,N/A,N/A,LOSS,-92.13,UNKNOWN,SIDEWAY
3330,2024-06-12 05:00:00,SHORT,2313.7,2316.595714285714,2309.3564285714283,OPEN,0,BEARISH,TREND
3331,2024-06-12 05:05:00,SHORT,2312.51,2315.5600000000004,2307.935,OPEN,0,BEARISH,TREND
3330,2024-06-12 05:10:00,N/A,N/A,N/A,N/A,WIN,12.49,UNKNOWN,TREND
3331,2024-06-12 05:10:00,N/A,N/A,N/A,N/A,LOSS,-13.62,UNKNOWN,TREND
3332,2024-06-12 05:10:00,SHORT,2313.43,2316.5342857142855,2308.773571428571,OPEN,0,BEARISH,TREND
3332,2024-06-12 05:15:00,N/A,N/A,N/A,N/A,LOSS,-12.94,UNKNOWN,SIDEWAY
3338,2024-06-12 05:40:00,SHORT,2312.5,2315.717142857143,2307.674285714286,OPEN,0,BEARISH,TREND
3338,2024-06-12 05:45:00,N/A,N/A,N/A,N/A,LOSS,-11.09,UNKNOWN,TREND
3360,2024-06-12 07:30:00,SHORT,2313.42,2314.824285714286,2311.3135714285713,OPEN,0,BEARISH,TREND
3365,2024-06-12 07:55:00,SHORT,2312.76,2314.0814285714287,2310.7778571428576,OPEN,0,BEARISH,TREND
3360,2024-06-12 08:00:00,N/A,N/A,N/A,N/A,WIN,14.19,UNKNOWN,TREND
3365,2024-06-12 08:20:00,N/A,N/A,N/A,N/A,LOSS,-18.92,UNKNOWN,TREND
3373,2024-06-12 08:35:00,SHORT,2312.97,2314.411428571428,2310.8078571428573,OPEN,0,BEARISH,TREND
3373,2024-06-12 08:40:00,N/A,N/A,N/A,N/A,LOSS,-25.92,UNKNOWN,SIDEWAY
3374,2024-06-12 08:40:00,SHORT,2314.21,2315.7414285714285,2311.9128571428573,OPEN,0,BEARISH,TREND
3374,2024-06-12 08:45:00,N/A,N/A,N/A,N/A,WIN,11.56,UNKNOWN,SIDEWAY
3396,2024-06-12 10:30:00,SHORT,2312.08,2314.5499999999997,2308.375,OPEN,0,BEARISH,TREND
3397,2024-06-12 10:35:00,SHORT,2311.86,2314.2242857142855,2308.313571428572,OPEN,0,BEARISH,TREND
3396,2024-06-12 10:40:00,N/A,N/A,N/A,N/A,WIN,2.68,UNKNOWN,TREND
3397,2024-06-12 10:50:00,N/A,N/A,N/A,N/A,LOSS,-32.66,UNKNOWN,TREND
3404,2024-06-12 11:10:00,SHORT,2314.09,2316.38,2310.655,OPEN,0,BEARISH,TREND
3404,2024-06-12 11:15:00,N/A,N/A,N/A,N/A,LOSS,-3.8,UNKNOWN,TREND
3405,2024-06-12 11:15:00,SHORT,2314.38,2316.614285714286,2311.0285714285715,OPEN,0,BEARISH,TREND
3405,2024-06-12 11:20:00,N/A,N/A,N/A,N/A,LOSS,-2.28,UNKNOWN,TREND
3407,2024-06-12 11:25:00,SHORT,2312.97,2315.255714285714,2309.5414285714282,OPEN,0,BEARISH,TREND
3410,2024-06-12 11:40:00,SHORT,2311.46,2313.6628571428573,2308.155714285714,OPEN,0,BEARISH,TREND
3407,2024-06-12 11:45:00,N/A,N/A,N/A,N/A,WIN,19.78,UNKNOWN,TREND
3410,2024-06-12 12:00:00,N/A,N/A,N/A,N/A,LOSS,-39.78,UNKNOWN,TREND
3428,2024-06-12 13:10:00,SHORT,2312.96,2315.308571428571,2309.437142857143,OPEN,0,BEARISH,TREND
3428,2024-06-12 13:25:00,N/A,N/A,N/A,N/A,LOSS,-10.79,UNKNOWN,TREND
3433,2024-06-12 13:35:00,SHORT,2313.51,2315.721428571429,2310.1928571428575,OPEN,0,BEARISH,TREND
3433,2024-06-12 13:45:00,N/A,N/A,N/A,N/A,LOSS,-5.67,UNKNOWN,SIDEWAY
3438,2024-06-12 14:00:00,SHORT,2314.13,2316.0085714285715,2311.3121428571426,OPEN,0,BEARISH,TREND
3440,2024-06-12 14:10:00,SHORT,2313.47,2315.3757142857144,2310.6114285714284,OPEN,0,BEARISH,TREND
3438,2024-06-12 14:15:00,N/A,N/A,N/A,N/A,WIN,10.43,UNKNOWN,SIDEWAY
3440,2024-06-12 14:15:00,N/A,N/A,N/A,N/A,LOSS,-6.32,UNKNOWN,SIDEWAY
3444,2024-06-12 14:30:00,SHORT,2313.18,2315.2342857142858,2310.098571428571,OPEN,0,BEARISH,TREND
3445,2024-06-12 14:35:00,SHORT,2312.73,2314.817142857143,2309.5992857142855,OPEN,0,BEARISH,TREND
3444,2024-06-12 14:40:00,N/A,N/A,N/A,N/A,WIN,6.52,UNKNOWN,TREND
3447,2024-06-12 14:45:00,SHORT,2312.41,2314.617142857143,2309.0992857142855,OPEN,0,BEARISH,TREND
3445,2024-06-12 14:50:00,N/A,N/A,N/A,N/A,WIN,6.88,UNKNOWN,SIDEWAY
3447,2024-06-12 15:15:00,N/A,N/A,N/A,N/A,LOSS,-44.81,UNKNOWN,SIDEWAY
3458,2024-06-12 15:40:00,LONG,2329.42,2323.327142857143,2338.5592857142856,OPEN,0,BULLISH,TREND
3460,2024-06-12 15:50:00,LONG,2336.49,2329.4242857142854,2347.0885714285714,OPEN,0,BULLISH,TREND
3458,2024-06-12 15:55:00,N/A,N/A,N/A,N/A,WIN,34.64,UNKNOWN,TREND
3462,2024-06-12 16:00:00,LONG,2337.79,2330.117142857143,2349.299285714286,OPEN,0,BULLISH,TREND
3460,2024-06-12 16:05:00,N/A,N/A,N/A,N/A,WIN,8.19,UNKNOWN,TREND
3463,2024-06-12 16:05:00,LONG,2339.99,2331.8442857142854,2352.2085714285713,OPEN,0,BULLISH,TREND
3462,2024-06-12 16:10:00,N/A,N/A,N/A,N/A,WIN,12.76,UNKNOWN,TREND
3464,2024-06-12 16:10:00,LONG,2340.75,2332.2971428571427,2353.4292857142855,OPEN,0,BULLISH,TREND
3463,2024-06-12 16:15:00,N/A,N/A,N/A,N/A,WIN,4.18,UNKNOWN,TREND
3464,2024-06-12 16:35:00,N/A,N/A,N/A,N/A,LOSS,-43.95,UNKNOWN,TREND
3491,2024-06-12 18:25:00,LONG,2330.0,2324.42,2338.37,OPEN,0,BULLISH,TREND
3492,2024-06-12 18:30:00,LONG,2330.49,2325.0185714285712,2338.697142857143,OPEN,0,BULLISH,TREND
3491,2024-06-12 18:35:00,N/A,N/A,N/A,N/A,WIN,2.6,UNKNOWN,TREND
3493,2024-06-12 18:35:00,LONG,2336.46,2330.574285714286,2345.2885714285712,OPEN,0,BULLISH,TREND
3492,2024-06-12 18:40:00,N/A,N/A,N/A,N/A,WIN,48.36,UNKNOWN,TREND
3493,2024-06-12 18:45:00,N/A,N/A,N/A,N/A,LOSS,-44.14,UNKNOWN,TREND
3498,2024-06-12 19:00:00,LONG,2333.79,2327.962857142857,2342.5307142857146,OPEN,0,BULLISH,TREND
3500,2024-06-12 19:10:00,LONG,2334.93,2329.3871428571424,2343.2442857142855,OPEN,0,BULLISH,TREND
3498,2024-06-12 19:15:00,N/A,N/A,N/A,N/A,WIN,5.81,UNKNOWN,TREND
3501,2024-06-12 19:15:00,LONG,2335.7,2330.141428571428,2344.0378571428573,OPEN,0,BULLISH,TREND
3500,2024-06-12 19:20:00,N/A,N/A,N/A,N/A,WIN,6.24,UNKNOWN,TREND
3502,2024-06-12 19:20:00,LONG,2336.19,2330.87,2344.17,OPEN,0,BULLISH,TREND
3501,2024-06-12 19:25:00,N/A,N/A,N/A,N/A,WIN,3.97,UNKNOWN,TREND
3505,2024-06-12 19:35:00,LONG,2336.83,2331.6514285714284,2344.5978571428573,OPEN,0,BULLISH,TREND
3502,2024-06-12 19:40:00,N/A,N/A,N/A,N/A,WIN,5.38,UNKNOWN,TREND
3508,2024-06-12 19:50:00,LONG,2337.53,2333.3685714285716,2343.772142857143,OPEN,0,BULLISH,TREND
3505,2024-06-12 19:55:00,N/A,N/A,N/A,N/A,WIN,6.09,UNKNOWN,TREND
3508,2024-06-12 20:00:00,N/A,N/A,N/A,N/A,LOSS,-17.93,UNKNOWN,TREND
3512,2024-06-12 20:10:00,LONG,2337.91,2334.3342857142857,2343.273571428571,OPEN,0,BULLISH,TREND
3513,2024-06-12 20:15:00,LONG,2338.9,2335.342857142857,2344.235714285714,OPEN,0,BULLISH,TREND
3512,2024-06-12 20:20:00,N/A,N/A,N/A,N/A,WIN,8.22,UNKNOWN,TREND
3514,2024-06-12 20:20:00,LONG,2339.44,2336.02,2344.57,OPEN,0,BULLISH,TREND
3513,2024-06-12 20:25:00,N/A,N/A,N/A,N/A,WIN,6.8,UNKNOWN,TREND
3514,2024-06-12 20:30:00,N/A,N/A,N/A,N/A,LOSS,-44.46,UNKNOWN,TREND
3519,2024-06-12 20:45:00,LONG,2333.99,2330.468571428571,2339.2721428571426,OPEN,0,BULLISH,TREND
3519,2024-06-12 20:50:00,N/A,N/A,N/A,N/A,LOSS,-5.54,UNKNOWN,TREND
3521,2024-06-12 20:55:00,LONG,2335.14,2331.5214285714283,2340.567857142857,OPEN,0,BULLISH,TREND
3521,2024-06-12 21:00:00,N/A,N/A,N/A,N/A,LOSS,-29.67,UNKNOWN,TREND
